"Discount";"Sales";"Age";"Prev_Purch";"Loyalty_card"
1;954;37;10;0
1;1138;47;10;1
0;1535;58;5;0
1;1156;48;9;0
1;1338;48;7;0
0;1564;43;1;1
0;1421;44;4;0
0;1553;56;3;0
0;1575;47;3;1
1;1555;52;6;1
0;1713;65;6;1
0;1788;71;3;0
0;1558;58;4;0
0;1632;54;4;1
0;1401;38;3;0
0;1549;57;4;0
1;1141;46;9;0
1;1270;58;9;0
0;1584;60;4;0
1;1351;28;7;1
1;1371;46;6;0
0;1473;53;5;0
0;1576;56;6;1
1;1188;61;10;0
1;1393;47;6;0
0;1490;49;0;0
0;1576;61;5;0
1;1343;40;6;0
1;1556;57;7;1
0;1395;45;5;0
1;1420;50;6;0
0;1512;53;3;0
0;1897;71;4;1
0;1467;49;4;0
1;1051;50;10;0
0;1459;52;5;0
1;1537;54;4;0
0;1559;58;4;0
1;1506;45;6;1
0;1487;31;3;1
0;1394;40;4;0
1;1504;73;9;0
1;1048;28;10;1
0;1690;57;1;1
1;1530;55;7;1
0;1563;56;2;0
1;1458;54;6;0
0;1616;51;3;1
0;1329;35;5;0
1;1557;57;7;1
0;1644;71;7;0
1;1571;49;5;1
0;1607;66;6;0
1;1560;48;5;1
0;1404;46;5;0
1;1480;50;7;1
1;1216;42;8;0
1;1302;37;8;1
0;1662;64;3;0
1;1568;46;4;1
1;1321;46;7;0
0;1498;59;6;0
0;1380;44;5;0
1;1358;56;9;1
0;1739;61;3;1
0;1415;44;4;0
0;1496;33;3;1
0;1680;68;5;0
0;1612;61;3;0
1;1309;36;8;1
0;1696;58;3;1
1;1178;51;9;0
0;1547;44;3;1
1;1521;43;5;1
0;1422;42;3;0
0;1532;39;2;1
0;1608;49;1;1
1;1480;56;6;0
1;1556;51;6;1
1;1420;32;6;1
0;1816;67;4;1
1;1536;55;7;1
0;1428;43;2;0
1;959;38;10;0
0;1460;47;3;0
0;1457;49;4;0
1;1418;52;8;1
1;1535;41;4;1
1;1309;45;7;0
0;1406;40;3;0
1;1344;54;9;1
1;1610;56;6;1
1;1251;45;9;1
0;1514;50;6;1
0;1356;41;5;0
0;1420;41;2;0
0;1505;51;2;0
0;1377;48;6;0
1;1575;60;5;0
0;1762;70;3;0
1;1322;38;6;0
0;1396;43;4;0
1;1369;47;8;1
1;1431;44;4;0
1;1444;63;8;0
0;1384;48;6;0
0;1541;53;6;1
0;1780;64;3;1
0;1379;19;2;0
0;1624;61;2;0
1;1506;41;5;1
0;1592;53;5;1
0;1627;62;4;0
1;1620;69;7;0
1;1613;61;7;1
0;1738;73;6;0
0;1704;60;4;1
1;1619;51;4;1
1;1279;40;7;0
1;1551;42;3;1
0;1351;39;5;0
1;1126;45;10;1
1;1496;40;5;1
1;1512;52;7;1
0;1596;49;3;1
0;1567;44;2;1
0;1346;39;5;0
1;1604;48;3;1
1;1520;44;5;1
0;1483;50;3;0
0;1399;50;6;0
1;1412;43;7;1
1;1249;46;8;0
0;1463;48;3;0
1;1490;51;7;1
0;1552;56;2;0
0;1512;52;3;0
1;1507;41;5;1
1;1461;32;5;1
1;1508;59;8;1
0;2078;80;4;1
0;1441;49;5;0
0;1604;49;2;1
0;1557;44;3;1
0;1388;43;5;0
0;1633;63;4;0
1;1346;41;6;0
1;1574;47;4;1
0;1598;61;4;0
0;1525;41;3;1
1;1551;55;4;0
1;1532;46;5;1
0;1772;64;4;1
0;1493;52;4;0
1;1430;62;8;0
0;1646;55;4;1
0;1562;50;5;1
1;1439;52;6;0
0;1633;65;5;0
1;1016;65;12;1
0;1354;39;5;0
0;1723;59;2;1
1;1461;41;6;1
1;1584;54;6;1
1;1645;54;4;1
0;1756;70;3;0
0;1599;54;5;1
0;1681;58;4;1
1;1361;43;6;0
1;1539;50;6;1
0;1806;66;4;1
0;1503;49;6;1
0;1401;46;5;0
1;1497;52;7;1
0;1397;46;5;0
1;1491;61;7;0
0;1490;50;3;0
1;1411;51;8;1
0;1433;43;2;0
1;1608;53;5;1
0;1429;43;3;0
1;1502;46;6;1
1;1623;54;5;1
0;1512;50;6;1
0;1718;68;4;0
1;1429;45;7;1
0;1634;56;5;1
0;1478;53;5;0
0;1419;41;1;0
0;1316;48;7;0
0;1296;45;7;0
1;1278;39;7;0
1;865;47;11;0
0;1381;54;7;0
1;1088;40;10;1
1;1478;50;7;1
1;1594;55;6;1
0;1553;44;2;1
0;1783;69;6;1
1;1589;48;4;1
0;1645;54;4;1
0;1815;67;4;1
1;1353;21;7;1
1;1499;46;6;1
0;1525;53;2;0
1;1317;52;9;1
0;1549;57;4;0
1;1547;39;3;1
1;1560;52;6;1
1;1262;48;8;0
0;1768;73;5;0
0;1632;51;2;1
1;1241;46;8;0
0;1411;44;4;0
0;1518;57;5;0
0;1630;56;5;1
0;1397;37;1;0
1;1457;58;7;0
0;1660;55;3;1
1;1180;51;10;1
1;1632;62;7;1
1;1510;47;6;1
1;1565;52;6;1
0;1477;54;5;0
1;1515;38;4;1
1;1614;66;8;1
0;1854;69;4;1
1;1621;54;5;1
0;1663;59;5;1
1;1377;58;8;0
1;1453;58;7;0
0;1342;50;7;0
0;1447;48;4;0
1;1619;53;5;1
0;1753;69;3;0
1;1188;37;8;0
1;1426;68;9;0
0;1786;64;2;1
0;1503;50;1;0
1;1464;42;6;1
0;1567;57;3;0
0;1647;53;2;1
1;1570;44;3;1
0;1506;56;5;0
0;1749;70;4;0
0;1498;59;6;0
1;1477;60;7;0
1;1570;44;3;1
1;1412;59;9;1
0;1597;51;4;1
1;1368;31;7;1
0;1579;46;2;1
0;1616;60;0;0
0;1553;60;5;0
0;1705;58;2;1
1;1603;50;4;1
0;1891;70;2;1
1;1157;48;9;0
0;1419;48;5;0
0;1607;54;5;1
0;1627;61;1;0
1;1680;59;5;1
1;1725;60;4;1
0;1522;57;5;0
0;1597;48;2;1
0;1692;57;2;1
1;1290;35;8;1
1;1377;58;8;0
1;1318;45;7;0
0;1544;40;2;1
0;1649;69;8;1
1;1635;55;5;1
0;1519;37;1;1
1;1562;49;5;1
1;1693;60;5;1
0;1390;36;2;0
0;1472;56;6;0
1;1394;60;8;0
0;1541;54;2;0
0;1797;64;1;1
0;1400;46;5;0
1;1590;59;7;1
0;1678;56;2;1
0;1456;56;6;0
1;1726;62;5;1
0;1642;57;5;1
1;1273;29;8;1
0;1344;51;7;0
0;1398;45;5;0
1;1110;42;10;1
1;1661;57;5;1
1;1508;53;7;1
0;1675;77;8;0
0;1581;46;1;1
1;1415;30;6;1
0;1669;56;3;1
1;1484;43;6;1
0;1622;50;2;1
0;1401;38;1;0
1;1430;51;6;0
1;1471;51;5;0
0;1601;59;3;0
1;1626;54;5;1
1;1646;56;5;1
0;1572;45;2;1
0;1443;58;7;0
1;1462;54;6;0
0;1400;41;4;0
1;1859;68;4;1
1;1633;51;3;1
1;1570;44;3;1
0;1553;44;3;1
1;1364;46;8;1
0;1525;42;4;1
1;1474;47;3;0
0;1544;49;5;1
1;1419;41;4;0
1;1516;38;4;1
0;1482;53;5;0
0;1405;40;2;0
1;1553;52;6;1
1;1048;21;10;1
0;1466;48;3;0
0;1578;51;5;1
1;1465;28;5;1
0;1461;46;2;0
0;1464;47;2;0
0;1720;59;2;1
0;1450;52;5;0
1;912;52;11;0
1;1544;50;6;1
1;1297;33;8;1
1;1357;57;8;0
1;1450;46;4;0
1;1696;58;4;1
0;1796;72;3;0
0;1385;33;1;0
0;1486;50;2;0
1;1458;39;6;1
1;1021;50;11;1
0;1523;46;5;1
1;1050;31;10;1
1;1583;46;3;1
1;1139;47;10;1
0;1496;53;4;0
0;1478;53;5;0
1;1371;27;4;0
1;1299;27;6;0
1;1342;31;5;0
1;1504;46;6;1
0;1497;32;3;1
1;1450;47;7;1
1;1246;31;7;0
1;1603;52;5;1
1;722;52;12;0
0;1665;69;6;0
0;1488;51;3;0
0;1564;63;6;0
0;1722;66;6;1
0;1531;56;4;0
1;857;46;11;0
0;1633;52;3;1
0;1385;34;3;0
0;1469;57;6;0
1;1732;65;6;1
0;1543;57;4;0
0;1650;54;3;1
0;1385;37;3;0
1;1528;59;6;0
0;1767;66;5;1
0;1597;58;2;0
1;1664;57;5;1
1;1638;64;5;0
0;1396;31;6;1
0;2233;91;3;0
0;1500;60;8;1
0;1678;56;2;1
1;1686;62;6;1
0;1549;59;5;0
0;1509;52;3;0
0;1694;58;3;1
0;1591;58;2;0
0;1429;49;5;0
0;1327;32;5;0
1;1500;46;6;1
0;1579;52;5;1
1;1348;44;8;1
1;1762;74;8;1
0;1458;47;3;0
0;1499;37;4;1
0;1630;56;5;1
0;1447;44;2;0
0;1387;49;6;0
1;1638;67;8;1
0;1736;62;4;1
0;1521;40;3;1
0;1512;56;5;0
1;1468;35;5;1
1;1233;44;9;1
1;1334;56;8;0
0;1518;64;7;0
0;1753;67;6;1
1;1330;38;6;0
0;1576;55;6;1
0;1579;47;3;1
0;1730;61;4;1
0;1723;60;3;1
1;1647;56;5;1
1;1532;61;8;1
1;1565;48;5;1
1;1303;28;6;0
1;1504;34;3;1
0;1661;54;2;1
0;1609;51;3;1
1;1769;63;4;1
1;801;37;11;0
0;1620;64;5;0
0;1530;54;3;0
1;1394;38;4;0
1;1647;63;7;1
0;1465;37;5;1
0;1550;46;4;1
1;1510;46;6;1
0;1493;55;5;0
1;1564;48;5;1
0;1496;50;1;0
0;1685;56;2;1
0;1632;62;3;0
0;1468;53;5;0
0;1485;52;7;1
0;1384;60;8;0
0;2121;81;1;1
1;1447;49;5;0
0;1414;52;6;0
0;1816;74;4;0
1;1386;36;4;0
1;1368;58;8;0
1;1399;53;7;0
0;1547;45;4;1
0;1594;53;5;1
1;1560;43;3;1
1;1641;68;8;1
1;1383;37;7;1
0;1528;58;5;0
1;1355;27;7;1
0;1577;57;2;0
1;1362;57;8;0
0;1409;37;0;0
1;1506;46;6;1
1;1410;59;9;1
1;1523;48;6;1
0;1681;55;1;1
0;1484;52;4;0
0;1574;57;2;0
1;1202;62;10;0
0;1515;52;2;0
0;1755;63;4;1
0;1416;42;3;0
0;1616;67;6;0
0;1458;46;2;0
0;1434;43;2;0
0;1580;60;4;0
1;1569;43;1;1
0;1447;48;4;0
0;1669;67;5;0
0;1489;49;2;0
0;1605;52;4;1
1;1417;52;8;1
0;1639;68;6;0
1;903;65;12;0
0;1598;61;4;0
0;1776;63;2;1
1;1530;40;4;1
1;1407;41;4;0
1;1488;57;8;1
1;1741;69;7;1
1;1497;46;6;1
0;1582;60;4;0
1;1500;35;4;1
0;1668;55;3;1
1;1437;52;6;0
0;1621;53;4;1
0;1526;43;4;1
0;1594;48;2;1
0;1536;54;2;0
0;1420;53;6;0
0;1366;41;5;0
1;1478;26;4;1
1;1521;60;8;1
0;1402;56;7;0
1;1277;48;9;1
0;1495;51;3;0
1;1267;39;7;0
0;1481;50;2;0
1;1329;37;6;0
1;1549;47;5;1
1;1375;44;6;0
1;1472;49;7;1
0;1404;39;2;0
1;1503;37;4;1
0;1624;64;5;0
0;1528;54;3;0
0;1397;39;3;0
0;1510;51;1;0
0;1461;49;4;0
0;1370;37;4;0
1;1297;34;8;1
1;1591;47;3;1
1;1228;43;8;0
0;1476;50;3;0
0;1342;50;7;0
1;1082;37;10;1
0;1429;46;4;0
0;1548;44;3;1
0;1528;53;2;0
1;1546;47;5;1
0;1494;25;1;1
1;921;38;11;1
1;1537;54;4;0
1;1427;34;6;1
0;1375;41;5;0
1;1601;52;5;1
0;1622;56;5;1
1;1257;34;7;0
0;1571;51;5;1
1;1530;45;5;1
0;1514;50;6;1
1;1420;39;3;0
1;1534;50;6;1
0;1438;47;4;0
1;1503;39;5;1
0;1534;53;0;0
0;1536;53;2;0
1;1391;41;5;0
1;1565;62;6;0
1;1479;50;7;1
0;1395;40;4;0
1;1375;32;4;0
0;1585;47;2;1
1;1520;43;5;1
0;1465;50;4;0
0;1379;14;3;0
0;1506;31;0;1
0;1364;33;3;0
1;1591;48;4;1
1;1097;41;10;1
1;1133;45;9;0
0;1617;55;5;1
0;1711;59;3;1
0;1690;70;6;0
1;1563;44;4;1
0;1650;54;3;1
1;1296;50;9;1
1;1547;46;5;1
1;1441;49;5;0
0;1700;61;5;1
0;1675;66;4;0
0;1425;42;2;0
0;1343;43;6;0
0;1350;38;5;0
1;1449;38;6;1
0;1457;46;0;0
0;1626;56;5;1
1;1572;59;5;0
0;1373;48;6;0
0;1508;36;2;1
0;1422;45;4;0
1;1733;73;8;1
1;1571;49;5;1
1;1667;65;7;1
0;1470;48;3;0
0;1383;54;7;0
1;1420;44;5;0
0;1541;55;3;0
1;1222;44;8;0
0;1550;42;1;1
1;1487;49;4;0
0;1768;68;6;1
1;1184;38;8;0
0;1588;60;4;0
1;1318;53;9;1
1;1547;46;5;1
1;1440;46;7;1
1;1639;55;5;1
1;766;43;12;1
0;1629;56;5;1
1;1289;51;8;0
0;1608;60;3;0
1;1508;46;6;1
1;1441;36;6;1
0;1531;58;5;0
1;1443;37;6;1
1;1337;54;9;1
1;1587;50;5;1
0;1375;35;3;0
0;1384;39;4;0
0;1556;63;6;0
0;1325;30;5;0
1;1526;54;7;1
0;1710;58;2;1
0;1586;50;4;1
0;1615;62;4;0
1;1435;48;5;0
1;1190;51;9;0
1;1314;35;6;0
1;1245;56;10;1
1;1422;43;4;0
1;1706;67;7;1
1;1656;53;3;1
1;1478;50;7;1
1;1225;55;10;1
0;1296;46;7;0
0;1357;37;5;0
1;744;40;12;1
1;1538;50;6;1
1;1425;53;8;1
1;1497;46;6;1
1;1457;45;3;0
0;1481;50;3;0
0;1781;72;4;0
1;1085;39;10;1
0;1389;45;5;0
0;1449;50;5;0
1;1314;45;7;0
1;1291;41;7;0
0;1458;47;2;0
0;1779;64;3;1
1;1512;53;7;1
1;1512;47;6;1
0;1471;50;4;0
0;1515;52;2;0
1;1761;67;6;1
0;1376;60;8;0
0;1415;43;4;0
0;1494;50;2;0
1;803;39;11;0
1;1426;56;7;0
1;1504;51;7;1
0;1722;67;1;0
0;1536;45;4;1
0;1510;59;6;0
0;1784;69;6;1
0;1462;37;5;1
0;1418;47;5;0
1;1307;45;7;0
0;1488;50;2;0
1;1373;58;8;0
0;1408;42;4;0
1;1615;59;3;0
1;1192;71;11;0
1;1349;42;6;0
0;1713;58;2;1
0;1580;52;5;1
1;1567;44;3;1
0;1542;45;4;1
0;1517;53;3;0
0;1772;63;3;1
0;1784;64;3;1
0;1518;64;7;0
1;855;46;11;0
0;1599;60;3;0
0;1337;33;5;0
1;1493;38;5;1
1;1402;48;6;0
1;1452;36;6;1
0;1482;52;4;0
1;1325;52;9;1
0;1381;34;3;0
0;1498;53;4;0
1;1317;40;8;1
0;1613;62;4;0
1;1330;41;8;1
0;1440;47;4;0
1;1408;44;5;0
1;1373;45;6;0
1;1464;40;6;1
0;1538;54;1;0
0;1496;52;4;0
1;1476;42;6;1
0;1572;52;5;1
1;1121;44;10;1
0;1698;61;5;1
1;1561;43;3;1
0;1521;54;3;0
0;1729;61;4;1
0;1645;62;1;0
1;1469;59;7;0
0;1460;52;5;0
1;1450;48;7;1
0;1505;33;2;1
0;1657;58;5;1
1;1544;45;5;1
0;1246;48;8;0
0;1853;73;6;1
0;1544;57;4;0
1;1488;25;4;1
1;1341;41;6;0
0;1614;50;1;1
0;1527;57;5;0
0;1306;62;9;0
0;1395;41;4;0
1;1538;41;4;1
1;1465;54;6;0
1;1376;39;5;0
1;1479;47;3;0
0;1588;49;3;1
1;1524;44;5;1
0;1399;41;4;0
1;1598;52;5;1
1;1540;45;5;1
0;1354;44;6;0
0;1629;61;2;0
1;1398;43;5;0
0;1412;44;4;0
1;1767;65;5;1
0;1702;66;3;0
1;1345;32;5;0
1;1374;36;7;1
0;1503;51;2;0
1;1324;62;9;0
0;1863;71;5;1
1;1433;53;8;1
0;1789;64;3;1
1;1564;53;6;1
1;1436;46;7;1
1;1535;37;2;1
0;1557;44;2;1
1;1525;54;7;1
0;1608;61;4;0
0;1539;54;2;0
1;1600;48;3;1
0;1581;47;3;1
1;1432;56;7;0
0;1494;52;4;0
0;1669;56;3;1
0;1602;51;4;1
0;1443;59;7;0
0;1652;54;3;1
0;1546;45;4;1
0;1436;45;3;0
0;1589;53;5;1
1;792;58;12;0
1;1268;39;7;0
1;1407;44;5;0
0;1447;48;4;0
0;1652;66;5;0
0;1541;43;3;1
0;1424;41;2;0
0;1511;51;1;0
1;1247;34;7;0
0;1766;68;6;1
0;1439;50;5;0
1;1129;45;9;0
0;1547;44;3;1
0;1693;57;2;1
1;1292;30;6;0
1;1526;37;3;1
1;1495;46;6;1
1;1572;44;3;1
0;1590;58;2;0
0;1438;47;4;0
1;1228;55;9;0
1;1683;59;5;1
1;1508;35;4;1
1;1582;49;5;1
1;1494;56;6;0
0;1703;62;5;1
0;1800;65;3;1
0;1331;34;5;0
0;1526;50;6;1
0;1697;58;3;1
1;1529;41;4;1
0;1564;45;2;1
0;1444;48;4;0
1;1308;35;6;0
0;1469;48;3;0
1;1307;43;7;0
0;1418;48;5;0
0;1435;44;2;0
0;1399;46;5;0
1;1589;48;3;1
0;1551;58;7;1
1;1252;56;9;0
0;1502;53;4;0
0;1514;52;2;0
1;1410;26;6;1
0;1547;62;6;0
0;1391;41;4;0
0;1524;37;2;1
1;1468;49;7;1
0;1554;57;4;0
0;1726;62;4;1
0;1473;49;3;0
0;1584;49;3;1
0;1525;55;4;0
0;1524;54;3;0
0;1632;67;6;0
1;1511;38;4;1
1;1445;48;5;0
1;1531;55;7;1
0;1402;38;2;0
1;1971;76;5;1
1;1366;56;9;1
1;1522;49;6;1
0;1591;62;5;0
0;1522;52;2;0
0;1308;26;5;0
0;1862;70;4;1
0;1489;50;2;0
1;1359;43;6;0
1;1563;45;4;1
1;1534;44;5;1
1;1577;54;6;1
0;1571;46;3;1
0;1370;38;4;0
0;1817;66;3;1
1;1501;57;6;0
0;1446;47;4;0
1;1468;33;5;1
0;1486;49;2;0
0;1306;55;8;0
1;1441;36;6;1
0;1421;43;3;0
0;1401;38;2;0
0;1616;62;4;0
0;1592;58;2;0
1;1522;43;5;1
1;1427;33;6;1
1;1486;43;6;1
0;1420;44;4;0
0;1377;54;7;0
1;1363;29;4;0
1;1578;54;6;1
0;1762;73;5;0
1;1827;68;5;1
0;1564;60;5;0
0;1540;57;4;0
1;1236;31;7;0
1;1513;38;4;1
1;1299;32;6;0
0;1679;68;5;0
1;1341;48;7;0
0;1273;42;7;0
1;1460;40;6;1
0;1559;44;1;1
0;1416;42;3;0
1;1627;55;5;1
1;1321;45;7;0
0;1356;45;6;0
0;1589;46;1;1
1;1313;34;6;0
1;1772;62;3;1
1;1345;48;7;0
0;1576;46;2;1
1;1644;63;7;1
1;1182;50;10;1
1;1528;54;4;0
1;1287;50;8;0
1;1516;42;5;1
1;1558;57;7;1
1;1338;39;6;0
0;1317;48;7;0
1;1413;40;4;0
1;1490;58;8;1
0;1397;41;4;0
0;1704;69;5;0
0;1765;64;4;1
1;1257;35;7;0
1;1423;55;7;0
0;1652;58;5;1
0;1460;46;2;0
0;1469;38;5;1
1;1508;31;3;1
0;1629;63;4;0
1;1504;46;6;1
0;1480;50;3;0
1;1481;43;6;1
0;1495;52;4;0
0;1393;38;3;0
0;1468;57;6;0
1;1559;48;5;1
1;1558;51;6;1
1;1136;45;9;0
0;1458;47;3;0
0;1465;49;4;0
1;1459;35;5;1
0;1515;53;3;0
0;1381;48;6;0
0;1669;65;4;0
0;1355;44;6;0
0;1657;54;2;1
0;1599;54;5;1
1;1770;71;7;1
0;1602;63;5;0
0;1617;55;5;1
0;1569;60;5;0
0;1440;45;3;0
0;1489;38;4;1
0;1534;55;4;0
1;1380;58;9;1
1;1579;44;3;1
1;1303;45;7;0
1;696;49;12;0
1;1324;39;6;0
0;1396;38;3;0
0;1562;54;6;1
1;1288;49;9;1
1;1074;56;11;1
1;1269;37;7;0
1;1433;36;6;1
0;1636;54;4;1
1;1482;57;8;1
1;1753;62;4;1
0;1472;53;5;0
0;1473;49;3;0
0;1496;35;3;1
0;1821;67;4;1
1;1559;45;4;1
1;1310;45;7;0
0;1429;44;3;0
0;1471;51;7;1
0;1593;49;3;1
0;2033;78;3;1
0;1818;67;4;1
1;1423;46;5;0
1;1646;56;5;1
1;1350;32;5;0
0;1527;56;4;0
0;1614;52;4;1
0;1425;48;5;0
0;1461;55;6;0
1;1290;50;8;0
0;1548;56;3;0
0;1605;60;3;0
1;1715;57;2;1
0;2022;81;6;1
0;1336;43;6;0
0;1450;46;3;0
1;1667;58;5;1
1;1207;39;9;1
0;1274;60;9;0
0;1324;55;8;0
1;1566;54;6;1
0;1521;55;4;0
1;1630;58;6;1
0;1413;40;2;0
0;1549;55;2;0
0;1950;73;2;1
1;1577;44;3;1
1;1098;39;9;0
0;1650;54;1;1
0;1561;44;2;1
0;1729;68;3;0
0;1601;52;4;1
1;1398;50;8;1
0;1430;43;2;0
0;1568;57;3;0
1;1543;51;6;1
0;1138;59;10;0
1;1262;48;8;0
0;1451;48;4;0
0;1827;67;3;1
0;1453;55;6;0
0;1560;44;2;1
0;1590;58;1;0
1;1504;46;6;1
0;1374;33;3;0
1;1507;40;5;1
1;1475;43;6;1
0;1578;58;3;0
0;1592;59;3;0
0;1556;46;4;1
1;1428;51;6;0
1;1555;44;4;1
1;1049;53;11;1
1;1326;39;6;0
0;2042;84;4;0
1;1713;59;4;1
1;1535;37;3;1
0;1757;70;4;0
1;1332;42;8;1
1;1472;34;5;1
0;1615;51;3;1
0;1542;55;2;0
1;1526;55;7;1
0;1404;46;5;0
0;1421;44;4;0
1;1517;58;6;0
0;1555;43;1;1
1;1583;54;6;1
0;1659;59;5;1
0;1603;50;3;1
1;1079;56;11;1
1;1594;51;5;1
1;1441;48;5;0
1;1492;46;6;1
0;1666;57;4;1
0;2015;79;5;1
0;1511;49;6;1
1;1278;40;7;0
0;1756;62;3;1
0;1408;43;4;0
1;1416;52;8;1
1;1628;60;3;0
1;647;55;13;1
1;1383;48;8;1
1;1244;56;9;0
0;1515;57;5;0
0;1642;55;4;1
0;1497;50;2;0
0;1579;68;7;0
1;1508;37;4;1
1;1538;40;4;1
1;1501;49;3;0
0;1463;48;3;0
0;1408;46;5;0
0;1639;53;3;1
1;1612;49;3;1
1;1540;62;8;1
0;1546;42;2;1
1;1598;49;4;1
1;1506;55;5;0
0;1274;42;7;0
1;1308;34;6;0
0;1465;37;5;1
0;1713;60;4;1
0;1569;51;5;1
1;1267;49;8;0
0;1560;48;4;1
1;1375;40;5;0
0;1454;46;3;0
1;1708;59;4;1
0;1675;64;2;0
1;1245;31;7;0
0;1554;50;5;1
0;1415;40;2;0
0;1401;51;6;0
0;1504;52;3;0
1;1519;43;5;1
1;1482;51;5;0
0;1612;60;3;0
0;1480;51;4;0
1;1096;55;10;0
1;1365;29;4;0
1;1423;31;6;1
1;1644;68;8;1
0;1404;46;5;0
0;1456;51;5;0
1;1425;33;6;1
1;1607;48;3;1
0;1583;60;4;0
0;1447;59;7;0
0;1665;65;4;0
0;1652;63;3;0
1;1595;52;5;1
1;1545;47;5;1
0;1391;36;3;0
0;1757;62;3;1
1;1483;57;8;1
1;1480;43;6;1
0;1427;50;5;0
1;1402;49;6;0
0;1509;52;3;0
1;1496;26;3;1
1;1469;34;5;1
1;1538;42;4;1
0;1366;59;8;0
0;1460;49;4;0
1;1385;38;7;1
0;1501;51;3;0
1;1391;49;8;1
0;1734;59;1;1
1;1522;39;4;1
1;1581;47;4;1
1;1546;57;5;0
0;1545;49;5;1
0;1633;63;4;0
1;1258;57;9;0
1;1538;45;5;1
1;1397;40;7;1
0;1383;38;4;0
1;1267;57;9;0
1;1395;48;6;0
1;1359;30;7;1
0;1601;50;3;1
1;1397;54;7;0
1;1090;38;9;0
0;1299;54;8;0
0;1532;47;5;1
1;1648;68;8;1
0;1397;42;4;0
1;1418;46;5;0
0;1594;62;5;0
1;1303;32;6;0
1;1477;48;4;0
0;1586;56;6;1
0;1556;60;5;0
0;1491;51;3;0
0;1506;34;2;1
1;1573;58;7;1
1;1510;47;6;1
0;1375;66;9;0
0;1610;61;4;0
0;1319;31;5;0
0;1494;36;3;1
1;1672;55;4;1
0;1658;54;1;1
0;1624;51;1;1
1;1550;56;4;0
1;1491;30;4;1
1;1492;45;6;1
1;1701;60;5;1
1;1363;51;7;0
1;1384;52;7;0
1;1388;37;4;0
1;1417;26;6;1
0;1326;31;5;0
0;2023;78;4;1
0;1627;50;1;1
0;1568;60;5;0
0;1405;46;5;0
1;1407;43;5;0
1;1524;38;4;1
1;1375;52;7;0
1;1232;56;10;1
0;1589;50;4;1
0;1261;40;7;0
1;1304;52;8;0
1;1228;25;7;0
0;1446;54;6;0
0;1737;66;6;1
1;1566;44;3;1
0;1556;53;6;1
0;1479;47;2;0
1;1553;44;4;1
1;1408;42;7;1
0;1663;56;4;1
0;1601;54;5;1
1;1571;58;7;1
0;1481;39;5;1
0;1612;64;5;0
0;1466;48;3;0
1;1619;54;5;1
0;1401;50;6;0
0;1660;55;3;1
0;1376;30;1;0
0;1486;59;8;1
1;1404;60;8;0
1;1275;40;7;0
1;1542;38;2;1
0;1707;68;4;0
1;1197;36;9;1
1;1434;45;7;1
1;1613;49;3;1
1;1516;48;6;1
0;1788;64;3;1
0;1606;49;2;1
0;1560;56;2;0
1;1596;47;3;1
1;671;56;13;1
0;1527;38;0;1
1;1631;62;7;1
0;1655;58;5;1
0;1794;64;3;1
0;1735;59;1;1
0;1380;39;4;0
0;1535;56;4;0
0;1599;54;5;1
0;1658;63;2;0
0;1481;50;3;0
1;1375;37;7;1
0;1556;58;7;1
0;1435;44;3;0
0;1710;60;4;1
0;1444;50;5;0
1;1667;61;6;1
1;1274;39;7;0
0;1726;59;1;1
0;1480;54;5;0
1;1412;43;7;1
0;1632;62;3;0
0;1642;64;4;0
0;1547;54;1;0
1;829;43;11;0
0;1752;61;2;1
0;1755;65;5;1
0;1625;53;4;1
0;1569;55;6;1
0;1594;61;4;0
0;1462;47;3;0
1;1386;47;6;0
1;1645;56;5;1
0;2133;82;3;1
1;1154;29;8;0
1;1391;37;4;0
0;1387;32;1;0
0;1595;58;2;0
1;1423;44;7;1
1;1475;57;8;1
1;1402;49;6;0
1;1419;44;7;1
1;1432;54;8;1
1;1384;38;7;1
1;1002;44;10;0
0;1396;38;3;0
1;1253;35;7;0
1;1627;50;3;1
0;1372;46;6;0
0;1647;63;3;0
1;1527;35;3;1
0;1735;62;4;1
0;1506;40;4;1
0;1604;54;5;1
1;1647;63;7;1
1;1548;46;5;1
0;1454;47;3;0
1;1647;54;4;1
1;1331;38;6;0
1;1557;52;6;1
0;1594;49;3;1
0;1167;37;8;0
0;1418;48;5;0
0;1479;57;6;0
0;1478;53;5;0
0;1463;50;4;0
0;1552;43;3;1
0;1577;59;4;0
1;1704;63;6;1
1;1424;41;4;0
0;1446;55;6;0
1;1407;59;9;1
0;1708;58;2;1
0;1573;61;5;0
0;1522;39;3;1
1;1682;56;4;1
0;1630;59;6;1
1;1558;45;4;1
1;1670;65;7;1
0;1457;47;2;0
0;1463;48;3;0
0;1692;67;4;0
1;1343;40;6;0
1;1342;43;8;1
0;1588;48;2;1
0;1594;50;4;1
0;1432;45;3;0
0;1343;43;6;0
1;1564;44;4;1
1;1769;70;7;1
1;1172;31;9;1
0;1522;56;7;1
1;1555;42;3;1
0;1465;61;7;0
1;1534;45;5;1
1;1640;53;4;1
1;1649;59;6;1
0;1587;47;3;1
1;1340;40;6;0
0;1379;32;1;0
0;1474;48;2;0
0;1556;43;2;1
0;1580;62;5;0
0;1670;65;4;0
1;1433;44;4;0
0;1406;39;3;0
0;1700;66;3;0
1;1234;28;7;0
1;1326;27;5;0
1;1360;45;8;1
0;1583;49;4;1
0;1682;58;4;1
